fabricante,modelo,year,desplazamiento,cilindros,transmision,traccion,clase,combustible,consumo,co2,clase_tipo,traccion_tipo,transmision_tipo,combustible_tipo,tamano_motor_tipo,consumo_tipo,co2_tipo,consumo_litros_milla
Ford,Explorer 4WD,2004,4.6,8.0,Automatic 5-spd,4-Wheel or All-Wheel Drive,Sport Utility Vehicle - 4WD,Regular,15,592.4666666666667,Deportivos,cuatro,Automatica,Normal,grande,muy alto,muy alto,0.2523606666666667
